Date,Open,High,Low,Close,Adj Close,Volume
2010-03-09,74.300003,74.910004,74.000000,74.300003,45.602959,8480100
2010-03-10,74.139999,74.330002,73.250000,73.959999,45.394264,14652900
2010-03-11,74.070000,74.089996,73.550003,73.989998,45.412682,7024700
2010-03-12,74.169998,74.239998,73.510002,73.720001,45.246983,7681900
2010-03-15,73.510002,73.629997,72.849998,73.570000,45.154915,8807600
2010-03-16,73.900002,74.120003,73.410004,73.980003,45.406551,9828300
2010-03-17,74.180000,75.059998,74.160004,74.669998,45.830055,10292000
2010-03-18,74.849998,75.070000,74.239998,74.760002,45.885269,9916100
2010-03-19,74.980003,75.160004,73.889999,74.980003,46.020309,16610700
2010-03-22,74.169998,74.879997,74.000000,74.459999,45.701149,9317900
2010-03-23,74.430000,74.790001,74.029999,74.769997,45.891411,8006700
2010-03-24,74.269997,74.500000,73.779999,73.930000,45.375866,8997600
2010-03-25,74.400002,74.620003,73.690002,73.800003,45.296059,10510300
2010-03-26,74.000000,74.879997,73.820000,74.430000,45.682739,10411500
2010-03-29,74.610001,75.440002,74.489998,75.230003,46.173759,8818000
2010-03-30,75.269997,75.500000,74.959999,75.300003,46.216724,6378100
2010-03-31,75.470001,76.139999,75.080002,75.830002,46.542023,9875500
2010-04-01,76.400002,77.129997,76.339996,76.690002,47.069839,7859300
2010-04-05,76.970001,77.750000,76.730003,77.660004,47.665215,8108600
2010-04-06,77.570000,78.000000,77.199997,77.879997,47.800251,6490000
2010-04-07,77.669998,77.830002,76.959999,77.370003,47.487225,9431400
2010-04-08,76.930000,78.000000,76.629997,77.660004,47.665215,6880500
2010-04-09,78.040001,79.620003,78.000000,79.500000,48.794533,9804100
2010-04-12,79.500000,80.800003,79.370003,80.430000,49.365353,10000000
2010-04-13,80.419998,80.570000,79.269997,80.209999,49.230309,7978500
2010-04-14,80.459999,80.610001,80.029999,80.580002,49.457420,7290400
2010-04-15,80.610001,81.760002,80.510002,81.589996,50.077312,9702500
2010-04-16,81.459999,81.900002,80.279999,80.750000,49.561756,12861900
2010-04-19,80.250000,81.500000,80.050003,81.320000,49.911598,9335900
2010-04-20,81.820000,82.360001,81.660004,82.050003,50.359653,11470000
2010-04-21,82.300003,82.669998,81.239998,81.919998,50.279869,9416400
2010-04-22,81.110001,81.449997,80.639999,81.199997,49.837959,9421100
2010-04-23,81.040001,82.769997,80.949997,82.669998,50.740173,9918100
2010-04-26,82.519997,83.139999,82.339996,82.589996,50.691086,9792600
2010-04-27,82.080002,82.510002,80.070000,80.230003,49.242615,13042800
2010-04-28,80.620003,80.919998,79.849998,80.620003,49.481956,12115700
2010-04-29,81.190002,82.989998,81.190002,82.290001,50.506969,12274500
2010-04-30,82.370003,83.129997,81.290001,81.440002,49.985256,13910300
2010-05-03,81.959999,83.410004,81.330002,82.830002,50.838387,11650700
2010-05-04,82.010002,82.239998,79.629997,80.760002,49.567913,16274300
2010-05-05,79.690002,80.730003,79.449997,80.190002,49.218037,13028600
2010-05-06,79.410004,80.209999,71.500000,77.199997,47.382881,21059200
2010-05-07,77.220001,78.610001,76.410004,77.099998,47.321510,21866100
2010-05-10,79.370003,80.559998,78.529999,79.889999,49.033909,14661800
2010-05-11,79.639999,80.750000,79.489998,79.699997,48.917297,12018600
2010-05-12,79.769997,80.459999,79.360001,80.059998,49.138260,9257800
2010-05-13,79.800003,80.059998,78.750000,78.919998,48.438557,10839600
2010-05-14,78.419998,78.489998,76.980003,77.830002,47.769554,13602800
2010-05-17,77.389999,77.949997,75.949997,77.730003,48.153648,14694000
2010-05-18,78.309998,78.669998,76.389999,76.849998,47.608498,15321500
2010-05-19,76.349998,77.000000,75.540001,76.599998,47.453606,10773200
2010-05-20,75.040001,75.400002,73.529999,73.599998,45.595112,17879100
2010-05-21,72.349998,74.650002,72.000000,74.480003,46.140282,15919100
2010-05-24,74.220001,74.379997,73.309998,73.440002,45.496006,10540700
2010-05-25,71.739998,72.690002,70.800003,72.570000,44.957031,22304600
2010-05-26,73.190002,73.500000,71.440002,71.550003,44.325134,16888700
2010-05-27,73.129997,74.360001,72.300003,74.360001,46.065933,15252900
2010-05-28,74.000000,74.400002,73.040001,73.870003,45.762379,14445500
2010-06-01,73.559998,74.519997,72.290001,72.290001,44.783566,13966400
2010-06-02,72.660004,74.129997,72.120003,74.129997,45.923443,15674100
2010-06-03,74.660004,74.750000,73.139999,73.910004,45.787159,14278800
2010-06-04,72.150002,72.709999,70.800003,71.279999,44.157871,18133300
2010-06-07,71.660004,72.489998,71.190002,71.349998,44.201252,12324200
2010-06-08,71.680000,71.730003,69.820000,71.019997,43.996815,16572400
2010-06-09,71.169998,72.389999,70.599998,70.790001,43.854321,14074500
2010-06-10,72.870003,74.169998,72.690002,74.169998,45.948250,13937400
2010-06-11,73.480003,74.059998,72.790001,74.059998,45.880085,8346000
2010-06-14,74.230003,75.540001,74.160004,74.180000,45.954422,11948000
2010-06-15,74.570000,75.260002,74.180000,75.230003,46.604900,11760200
2010-06-16,74.610001,75.389999,74.449997,74.949997,46.431435,10424400
2010-06-17,75.019997,75.489998,74.199997,75.320000,46.660648,11113500
2010-06-18,75.470001,75.750000,74.900002,75.519997,46.784557,13680200
2010-06-21,76.809998,77.250000,75.290001,75.720001,46.908443,9347000
2010-06-22,75.449997,75.720001,73.879997,74.000000,45.842918,10576400
2010-06-23,73.839996,73.900002,72.150002,72.260002,44.764992,14876400
2010-06-24,71.800003,72.129997,70.699997,70.830002,43.879105,14188300
2010-06-25,71.129997,71.129997,69.879997,70.059998,43.402084,20472800
2010-06-28,70.559998,70.570000,69.629997,69.959999,43.340134,10873900
2010-06-29,69.199997,69.389999,68.000000,68.360001,42.348934,16421100
2010-06-30,68.220001,69.059998,67.800003,67.860001,42.039196,12871000
2010-07-01,68.190002,68.300003,66.830002,67.480003,41.803780,16335700
2010-07-02,67.790001,68.150002,66.870003,67.309998,41.698467,9143600
2010-07-06,68.279999,68.320000,66.860001,67.559998,41.853336,15039500
2010-07-07,67.820000,69.500000,67.489998,69.449997,43.024181,15691100
2010-07-08,70.180000,70.690002,69.209999,70.410004,43.618916,13478900
2010-07-09,70.459999,72.000000,70.050003,71.839996,44.504803,11390300
2010-07-12,71.529999,72.129997,71.349998,71.849998,44.510983,7352000
2010-07-13,72.989998,73.580002,72.500000,73.230003,45.365894,13751300
2010-07-14,73.010002,73.120003,72.349998,73.050003,45.254406,11750500
2010-07-15,73.230003,73.230003,72.160004,73.040001,45.248207,10507600
2010-07-16,72.650002,72.839996,71.250000,71.500000,44.294163,12060700
2010-07-19,71.839996,72.300003,71.489998,72.000000,44.603920,8350600
2010-07-20,71.000000,73.209999,70.959999,73.099998,45.285355,8922500
2010-07-21,73.330002,73.550003,71.570000,72.169998,44.709221,9045400
2010-07-22,72.800003,74.000000,72.580002,73.440002,45.496006,9552500
2010-07-23,73.279999,73.550003,72.669998,73.519997,45.545555,8426300
2010-07-26,73.820000,74.620003,73.410004,74.620003,46.227001,6467000
2010-07-27,74.860001,75.430000,74.500000,75.300003,46.648262,8163500
2010-07-28,75.129997,75.660004,75.010002,75.559998,46.809326,7392400
2010-07-29,75.889999,76.370003,75.279999,76.019997,47.094288,13346400
2010-07-30,75.150002,76.370003,74.889999,76.209999,47.212006,16955000
2010-08-02,77.620003,78.330002,77.320000,77.800003,48.197006,11863000
2010-08-03,77.919998,79.120003,77.809998,78.660004,48.729782,11788000
2010-08-04,78.779999,79.099998,78.230003,79.019997,48.952812,8067500
2010-08-05,78.510002,79.190002,78.239998,79.070000,48.983780,9304600
2010-08-06,78.230003,79.019997,77.809998,78.730003,48.773144,8986800
2010-08-09,79.300003,79.430000,78.870003,79.290001,49.120064,7015200
2010-08-10,78.540001,79.480003,78.150002,79.040001,48.965187,8406900
2010-08-11,77.970001,77.980003,77.019997,77.129997,47.781940,10589700
2010-08-12,76.410004,77.779999,76.199997,77.070000,47.744785,8993100
2010-08-13,77.040001,77.769997,76.910004,77.400002,47.949226,7087800
2010-08-16,77.110001,77.830002,76.370003,77.709999,48.141232,7284800
2010-08-17,77.570000,78.080002,77.080002,77.769997,48.628986,7360500
2010-08-18,77.610001,77.730003,76.540001,77.040001,48.172520,8308800
2010-08-19,76.720001,76.820000,75.500000,75.839996,47.422157,8870600
2010-08-20,75.459999,75.559998,74.550003,75.050003,46.928192,9303600
2010-08-23,75.339996,75.989998,75.050003,75.050003,46.928192,9991400
2010-08-24,74.269997,74.900002,73.620003,73.779999,46.134060,11261600
2010-08-25,73.320000,74.300003,72.570000,74.070000,46.315399,9711900
2010-08-26,74.370003,74.379997,73.099998,73.330002,45.852692,8176900
2010-08-27,73.889999,75.040001,72.930000,74.930000,46.853176,8789500
2010-08-30,74.629997,74.800003,73.779999,73.779999,46.134060,7558900
2010-08-31,73.510002,74.529999,73.230003,74.080002,46.321674,9227500
2010-09-01,75.360001,76.910004,75.239998,76.769997,48.003677,10549900
2010-09-02,76.750000,77.480003,76.470001,77.449997,48.428890,5995000
2010-09-03,77.389999,78.000000,77.389999,78.000000,48.772793,7189100
2010-09-07,77.680000,77.910004,76.970001,77.050003,48.178768,5880200
2010-09-08,77.160004,77.879997,77.070000,77.250000,48.303818,6940700
2010-09-09,77.889999,78.279999,77.269997,77.360001,48.372597,6646200
2010-09-10,78.330002,78.820000,77.940002,78.820000,49.285549,8223500
2010-09-13,79.370003,79.510002,78.669998,79.250000,49.554409,8586400
2010-09-14,79.250000,79.980003,79.180000,79.510002,49.716995,8447300
2010-09-15,79.059998,79.330002,78.519997,79.209999,49.529400,7240700
2010-09-16,78.989998,79.129997,78.389999,79.050003,49.429367,6905600
2010-09-17,79.419998,79.730003,78.239998,78.459999,49.060429,12326500
2010-09-20,78.540001,80.129997,78.470001,79.900002,49.960869,7730700
2010-09-21,80.040001,80.230003,79.099998,79.750000,49.867069,8598700
2010-09-22,79.930000,80.400002,79.239998,79.250000,49.554409,6776600
2010-09-23,78.519997,79.370003,78.160004,78.540001,49.110458,6802000
2010-09-24,79.260002,80.290001,78.709999,80.120003,50.098423,8256000
2010-09-27,80.300003,80.610001,80.070000,80.080002,50.073402,8380700
2010-09-28,80.449997,81.199997,79.580002,80.879997,50.573631,7826200
2010-09-29,80.739998,81.699997,80.489998,81.279999,50.823746,8851100
2010-09-30,81.690002,82.190002,80.330002,81.050003,50.679935,10120300
2010-10-01,81.889999,82.360001,81.480003,81.949997,51.242706,9570600
2010-10-04,81.889999,82.139999,80.680000,81.309998,50.842510,7602500
2010-10-05,82.180000,83.500000,81.949997,83.389999,52.143105,11597600
2010-10-06,83.290001,84.300003,83.209999,83.889999,52.455780,8650300
2010-10-07,84.419998,84.500000,82.940002,83.519997,52.224407,7714000
2010-10-08,83.470001,84.099998,82.949997,83.940002,52.487049,6879000
2010-10-11,83.849998,84.000000,83.349998,83.709999,52.343220,4790700
2010-10-12,83.360001,84.180000,82.629997,83.839996,52.424522,8528900
2010-10-13,83.449997,84.110001,82.860001,83.669998,52.318214,11647800
2010-10-14,83.650002,83.919998,82.959999,83.900002,52.462044,6718600
2010-10-15,84.389999,84.540001,83.120003,83.610001,52.280701,9502500
2010-10-18,83.480003,84.769997,83.400002,84.480003,52.824703,7800200
2010-10-19,83.379997,83.680000,82.139999,82.790001,51.767948,9455500
2010-10-20,83.139999,84.519997,82.930000,84.019997,52.537056,8835000
2010-10-21,84.510002,85.000000,83.389999,84.250000,52.680866,9521400
2010-10-22,84.790001,84.790001,84.169998,84.550003,52.868454,5555000
2010-10-25,85.129997,85.790001,84.739998,84.870003,53.068558,6757400
2010-10-26,84.650002,85.239998,84.489998,85.150002,53.243637,5968600
2010-10-27,84.639999,84.639999,83.290001,84.309998,52.718376,9557300
2010-10-28,85.269997,85.650002,84.099998,84.440002,52.799667,8519800
2010-10-29,82.889999,83.230003,81.980003,82.599998,51.649155,12463000
2010-11-01,83.150002,84.080002,81.089996,81.449997,50.930061,12781900
2010-11-02,82.360001,82.449997,81.720001,82.150002,51.367748,9528800
2010-11-03,82.660004,83.120003,81.910004,82.699997,51.711670,10036500
2010-11-04,84.160004,85.309998,83.879997,85.139999,53.237385,16295400
2010-11-05,84.709999,85.320000,84.050003,84.980003,53.137321,14513200
2010-11-08,84.620003,85.000000,83.790001,84.800003,53.024796,11799200
2010-11-09,83.910004,84.269997,83.099998,83.559998,52.249435,13597200
2010-11-10,83.779999,85.220001,83.250000,85.169998,53.256145,11795500
2010-11-11,85.000000,86.190002,85.000000,86.089996,53.831417,11297200
2010-11-12,85.459999,85.610001,84.559998,85.440002,53.424965,10571300
2010-11-15,85.739998,85.970001,84.830002,84.860001,53.062313,9252400
2010-11-16,83.550003,83.580002,81.930000,82.480003,52.015442,12360200
2010-11-17,82.410004,83.129997,82.099998,82.459999,52.002808,7847300
2010-11-18,83.040001,83.980003,82.949997,83.820000,52.860489,7590000
2010-11-19,83.690002,83.959999,82.820000,83.940002,52.936192,8130900
2010-11-22,83.470001,83.580002,82.050003,83.449997,52.627155,6791900
2010-11-23,82.470001,82.500000,81.150002,81.750000,51.555073,9507700
2010-11-24,82.150002,83.010002,82.000000,82.930000,52.299225,8042600
2010-11-26,82.440002,82.570000,81.790001,82.050003,51.744267,2789700
2010-11-29,81.300003,82.050003,80.410004,81.690002,51.517235,9070100
2010-11-30,80.639999,81.610001,80.470001,80.970001,51.063183,10366000
2010-12-01,82.150002,83.220001,81.750000,82.699997,52.154167,10629600
2010-12-02,82.699997,84.669998,82.529999,84.500000,53.289330,10799500
2010-12-03,84.489998,85.000000,84.360001,84.889999,53.535282,6724000
2010-12-06,84.790001,85.209999,84.489998,84.949997,53.573112,5184200
2010-12-07,85.919998,86.629997,85.709999,86.300003,54.424496,12560600
2010-12-08,86.510002,86.800003,85.629997,86.139999,54.323597,6918300
2010-12-09,86.790001,86.980003,85.839996,86.650002,54.645222,8076700
2010-12-10,86.959999,87.080002,86.239998,87.029999,54.884853,7406700
2010-12-13,87.720001,88.949997,87.510002,88.370003,55.729908,9910500
2010-12-14,88.580002,88.949997,88.129997,88.379997,55.736221,7331300
2010-12-15,88.019997,88.629997,87.930000,88.010002,55.502895,7608700
2010-12-16,88.080002,89.220001,87.849998,89.059998,56.165051,7796700
2010-12-17,88.849998,88.959999,88.080002,88.489998,55.805584,10832800
2010-12-20,88.959999,89.599998,88.570000,88.800003,56.001106,8029800
2010-12-21,89.339996,89.820000,88.949997,89.230003,56.272278,5962500
2010-12-22,89.620003,89.959999,89.320000,89.919998,56.707413,4262400
2010-12-23,89.889999,90.889999,89.820000,90.680000,57.186695,5095600
2010-12-27,90.489998,90.599998,90.040001,90.120003,56.833553,3138200
2010-12-28,90.320000,91.430000,90.129997,91.190002,57.508347,5058100
2010-12-29,91.540001,92.389999,91.349998,91.370003,57.621853,5301000
2010-12-30,91.320000,91.940002,91.150002,91.599998,57.766895,4156500
2010-12-31,91.580002,91.800003,91.000000,91.250000,57.546177,5152900
2011-01-03,91.660004,92.379997,91.300003,91.940002,57.981323,7802300
2011-01-04,92.279999,92.480003,91.220001,91.599998,57.766895,8513900
2011-01-05,90.919998,92.070000,90.500000,91.440002,57.665993,6659500
2011-01-06,91.760002,91.830002,90.269997,90.690002,57.193020,6220800
2011-01-07,90.980003,91.300003,90.269997,91.190002,57.508347,6346300
2011-01-10,90.949997,91.169998,90.120003,90.410004,57.016441,6848700
2011-01-11,90.870003,91.989998,90.809998,91.830002,57.911949,7838900
2011-01-12,92.360001,92.849998,92.199997,92.449997,58.302940,7845400
2011-01-13,92.010002,92.599998,91.779999,92.180000,58.132690,5721900
2011-01-14,92.120003,92.879997,91.820000,92.830002,58.542599,5557900
2011-01-18,92.940002,93.750000,92.930000,93.349998,58.870522,7733200
2011-01-19,93.629997,93.709999,92.580002,92.970001,58.630863,6069900
2011-01-20,92.139999,92.860001,91.580002,92.709999,58.466911,6513500
2011-01-21,93.370003,93.940002,93.099998,93.779999,59.141705,7427500
2011-01-24,93.889999,94.529999,93.660004,94.099998,59.343517,7282800
2011-01-25,93.779999,94.440002,93.349998,94.080002,59.330898,7423200
2011-01-26,94.379997,94.970001,93.580002,94.639999,59.684071,8832600
2011-01-27,94.559998,94.959999,94.300003,94.750000,59.753437,6301100
2011-01-28,94.489998,94.849998,92.930000,93.370003,58.883125,12444700
2011-01-31,93.849998,95.190002,93.370003,94.930000,59.866936,11167900
2011-02-01,95.629997,96.489998,95.169998,96.220001,60.680477,9948200
2011-02-02,95.370003,96.849998,95.370003,96.480003,60.844440,6607800
2011-02-03,96.570000,97.440002,95.760002,97.309998,61.367863,10500300
2011-02-04,96.930000,97.330002,96.519997,97.110001,61.241756,10529700
2011-02-07,97.279999,98.230003,97.260002,97.660004,61.588612,10256500
2011-02-08,97.870003,97.989998,97.110001,97.739998,61.639053,5710500
2011-02-09,97.250000,97.379997,95.699997,96.239998,60.693085,8242700
2011-02-10,95.879997,96.980003,95.739998,96.699997,60.983173,7286200
2011-02-11,96.089996,97.180000,95.889999,96.449997,60.825516,7324900
2011-02-14,95.500000,97.160004,95.500000,96.949997,61.600677,6994000
2011-02-15,96.580002,96.849998,95.660004,96.339996,61.213089,7626700
2011-02-16,96.720001,97.019997,96.080002,96.660004,61.416424,6786600
2011-02-17,96.559998,97.339996,96.410004,97.169998,61.740452,6616600
2011-02-18,97.410004,98.809998,97.029999,98.720001,62.725330,8860500
2011-02-22,99.230003,102.120003,99.230003,100.320000,63.741928,15723400
2011-02-23,100.529999,103.940002,100.519997,102.269997,64.980957,17174700
2011-02-24,103.089996,103.419998,101.550003,102.029999,64.828484,16467900
2011-02-25,101.709999,102.629997,101.349998,102.099998,64.872932,8516400
2011-02-28,102.279999,103.940002,102.180000,103.750000,65.921310,10219700
2011-03-01,104.070000,104.989998,102.839996,102.900002,65.381218,12266900
2011-03-02,103.050003,103.970001,102.190002,103.470001,65.743416,8335000
2011-03-03,103.839996,104.570000,103.320000,104.190002,66.200897,7537800
2011-03-04,104.129997,104.779999,102.500000,103.750000,65.921310,9850500
2011-03-07,104.120003,104.769997,103.010002,103.010002,65.451126,8222500
2011-03-08,103.410004,104.040001,101.449997,103.769997,65.934021,8913900
2011-03-09,103.180000,103.680000,101.900002,102.139999,64.898338,7102000
2011-03-10,101.480003,101.480003,98.290001,99.080002,62.954075,12553000
2011-03-11,98.099998,100.750000,97.599998,99.930000,63.494152,6872700
2011-03-14,99.160004,101.000000,99.029999,100.800003,64.046913,7353600
2011-03-15,98.180000,102.000000,97.980003,101.230003,64.320145,12650100
2011-03-16,101.650002,102.070000,98.629997,99.510002,63.227299,14795200
2011-03-17,100.879997,102.570000,100.400002,102.239998,64.961868,9981500
2011-03-18,103.370003,103.970001,102.360001,102.800003,65.317711,11366300
2011-03-21,103.860001,105.199997,103.199997,105.190002,66.836281,8785300
2011-03-22,105.360001,105.940002,105.120003,105.230003,66.861687,8008500
2011-03-23,104.730003,105.919998,104.449997,105.480003,67.020538,6811800
2011-03-24,105.870003,105.919998,104.930000,105.379997,66.956993,6996800
2011-03-25,105.720001,107.010002,105.379997,106.779999,67.846527,8982900
2011-03-28,106.400002,107.099998,106.040001,106.040001,67.376350,6023500
2011-03-29,106.040001,107.480003,105.519997,107.370003,68.221405,6963200
2011-03-30,107.610001,108.739998,107.550003,108.010002,68.628059,7907300
2011-03-31,109.309998,109.650002,107.349998,107.489998,68.297661,8418500
2011-04-01,108.290001,108.779999,107.510002,108.320000,68.825012,6494000
2011-04-04,108.519997,108.570000,107.849998,108.230003,68.767868,4764600
2011-04-05,108.250000,109.800003,108.230003,109.330002,69.466774,6541400
2011-04-06,109.830002,109.940002,108.440002,108.660004,69.041054,6893000
2011-04-07,109.019997,109.099998,107.510002,108.940002,69.218971,7011700
2011-04-08,109.349998,109.940002,109.139999,109.660004,69.676460,6732900
2011-04-11,109.739998,109.900002,107.570000,107.779999,68.481911,6599000
2011-04-12,106.470001,106.699997,103.480003,104.180000,66.194519,12803700
2011-04-13,104.820000,105.139999,103.339996,103.809998,65.959450,7241100
2011-04-14,103.320000,105.290001,103.129997,104.879997,66.639297,7084900
2011-04-15,105.519997,106.500000,104.349998,106.239998,67.503456,8869500
2011-04-18,104.949997,104.989998,103.040001,104.500000,66.397865,7194800
2011-04-19,104.489998,105.849998,104.269997,105.400002,66.969719,4993300
2011-04-20,107.709999,108.339996,107.010002,107.809998,68.500954,6667800
2011-04-21,108.250000,108.250000,107.489998,108.129997,68.704315,4915500
2011-04-25,107.370003,107.779999,106.680000,107.419998,68.253181,3995200
2011-04-26,107.849998,108.830002,107.160004,108.750000,69.098244,5300000
2011-04-27,109.110001,109.169998,107.550003,108.970001,69.238022,5982600
2011-04-28,109.080002,109.099998,108.080002,108.809998,69.136375,5941200
2011-04-29,108.480003,109.599998,107.779999,109.440002,69.536652,6755500
2011-05-02,109.480003,109.580002,107.610001,108.180000,68.736069,6550800
2011-05-03,107.580002,107.839996,105.190002,106.169998,67.458961,7955600
2011-05-04,106.019997,106.019997,103.699997,104.680000,66.512238,8892900
2011-05-05,103.360001,104.120003,101.110001,102.620003,65.203323,11988500
2011-05-06,103.339996,104.449997,102.000000,102.879997,65.368515,9536300
2011-05-09,103.250000,104.860001,103.000000,104.089996,66.137321,7117900
2011-05-10,104.320000,104.949997,103.250000,104.360001,66.308907,6430500
2011-05-11,103.269997,103.459999,101.250000,102.260002,64.974617,10161700
2011-05-12,101.629997,103.320000,100.410004,102.760002,65.292305,10425800
2011-05-13,103.449997,103.489998,101.269997,102.389999,65.057205,8968000
2011-05-16,102.029999,103.290001,101.410004,101.650002,64.587021,6759400
2011-05-17,100.309998,101.190002,99.610001,100.410004,64.292465,8768800
2011-05-18,100.919998,103.459999,100.169998,102.860001,65.861221,8193700
2011-05-19,103.690002,104.529999,102.940002,103.870003,66.507896,7452400
2011-05-20,103.550003,103.809998,101.769997,102.570000,65.675507,8760900
2011-05-23,101.129997,101.910004,100.699997,101.370003,64.907143,7487000
2011-05-24,101.849998,103.389999,101.849998,102.269997,65.483406,6800500
2011-05-25,102.000000,103.860001,101.809998,103.250000,66.110924,7949500
2011-05-26,102.989998,103.800003,102.099998,103.360001,66.181351,6614300
2011-05-27,103.639999,104.220001,102.529999,103.209999,66.085312,5796300
2011-05-31,104.610001,105.209999,103.709999,104.910004,67.173790,8188400
2011-06-01,104.730003,104.949997,102.080002,102.489998,65.624298,8196100
2011-06-02,102.349998,102.589996,100.360001,101.120003,64.747070,8129200
2011-06-03,99.730003,101.690002,99.570000,101.000000,64.670250,7692200
2011-06-06,100.900002,101.309998,99.300003,99.680000,63.825058,6982200
2011-06-07,100.230003,100.910004,99.379997,99.470001,63.690586,6835400
2011-06-08,99.510002,100.839996,99.500000,99.949997,63.997925,6936200
2011-06-09,100.510002,101.870003,100.320000,101.230003,64.817497,5734900
2011-06-10,100.940002,101.000000,98.980003,99.669998,63.818668,9113900
2011-06-13,100.040001,100.510002,98.070000,98.930000,63.344830,7999300
2011-06-14,100.019997,101.290001,99.889999,100.599998,64.414124,7353400
2011-06-15,99.199997,99.910004,97.709999,98.410004,63.011883,9665600
2011-06-16,98.059998,99.660004,97.809998,99.430000,63.664974,7786300
2011-06-17,100.230003,100.839996,98.730003,99.169998,63.498486,12029500
2011-06-20,98.879997,100.199997,98.650002,99.910004,63.972332,6427200
2011-06-21,100.540001,101.980003,100.320000,101.589996,65.048012,8499500
2011-06-22,101.269997,102.459999,101.000000,101.070000,64.715073,6592500
2011-06-23,98.900002,99.550003,97.000000,99.360001,63.620159,13058800
2011-06-24,99.540001,99.739998,97.809998,97.900002,62.685307,8032400
2011-06-27,97.940002,99.639999,97.940002,98.900002,63.325630,7130200
2011-06-28,99.529999,100.599998,99.300003,100.349998,64.254059,6113800
2011-06-29,100.690002,101.709999,99.910004,101.279999,64.849510,7637700
2011-06-30,101.790001,102.940002,101.279999,102.839996,65.848404,7697700
2011-07-01,102.709999,104.190002,102.010002,104.089996,66.648773,6579700
2011-07-05,104.110001,105.760002,104.110001,105.120003,67.308304,7392200
2011-07-06,104.820000,105.239998,104.570000,105.080002,67.282677,6196300
2011-07-07,106.080002,106.919998,105.800003,106.589996,68.249519,7878100
2011-07-08,105.449997,106.000000,105.070000,105.889999,67.801323,6334900
2011-07-11,104.430000,104.639999,103.750000,104.410004,66.853676,6975400
2011-07-12,103.989998,105.949997,103.989998,104.389999,66.840858,9158300
2011-07-13,104.739998,106.610001,104.720001,105.089996,67.289063,6871100
2011-07-14,105.699997,106.470001,104.570000,104.669998,67.020134,7279600
2011-07-15,105.680000,106.300003,105.139999,106.190002,67.993393,10160500
